dec,bin,gray
9732,0010011000000100,0011010100000110
9733,0010011000000101,0011010100000111
9734,0010011000000110,0011010100000101
9735,0010011000000111,0011010100000100
9736,0010011000001000,0011010100001100
9737,0010011000001001,0011010100001101
9738,0010011000001010,0011010100001111
9739,0010011000001011,0011010100001110
9740,0010011000001100,0011010100001010
9741,0010011000001101,0011010100001011
9742,0010011000001110,0011010100001001
9743,0010011000001111,0011010100001000
9744,0010011000010000,0011010100011000
9745,0010011000010001,0011010100011001
9746,0010011000010010,0011010100011011
9747,0010011000010011,0011010100011010
9748,0010011000010100,0011010100011110
9749,0010011000010101,0011010100011111
9750,0010011000010110,0011010100011101
9751,0010011000010111,0011010100011100
9752,0010011000011000,0011010100010100
9753,0010011000011001,0011010100010101
9754,0010011000011010,0011010100010111
9755,0010011000011011,0011010100010110
9756,0010011000011100,0011010100010010
9757,0010011000011101,0011010100010011
9758,0010011000011110,0011010100010001
9759,0010011000011111,0011010100010000
9760,0010011000100000,0011010100110000
9761,0010011000100001,0011010100110001
9762,0010011000100010,0011010100110011
9763,0010011000100011,0011010100110010
9764,0010011000100100,0011010100110110
9765,0010011000100101,0011010100110111
9766,0010011000100110,0011010100110101
9767,0010011000100111,0011010100110100
9768,0010011000101000,0011010100111100
9769,0010011000101001,0011010100111101
9770,0010011000101010,0011010100111111
9771,0010011000101011,0011010100111110
9772,0010011000101100,0011010100111010
9773,0010011000101101,0011010100111011
9774,0010011000101110,0011010100111001
9775,0010011000101111,0011010100111000
9776,0010011000110000,0011010100101000
9777,0010011000110001,0011010100101001
9778,0010011000110010,0011010100101011
9779,0010011000110011,0011010100101010
9780,0010011000110100,0011010100101110
9781,0010011000110101,0011010100101111
9782,0010011000110110,0011010100101101
9783,0010011000110111,0011010100101100
9784,0010011000111000,0011010100100100
9785,0010011000111001,0011010100100101
9786,0010011000111010,0011010100100111
9787,0010011000111011,0011010100100110
9788,0010011000111100,0011010100100010
9789,0010011000111101,0011010100100011
9790,0010011000111110,0011010100100001
9791,0010011000111111,0011010100100000
9792,0010011001000000,0011010101100000
9793,0010011001000001,0011010101100001
9794,0010011001000010,0011010101100011
9795,0010011001000011,0011010101100010
9796,0010011001000100,0011010101100110
9797,0010011001000101,0011010101100111
9798,0010011001000110,0011010101100101
9799,0010011001000111,0011010101100100
9800,0010011001001000,0011010101101100
9801,0010011001001001,0011010101101101
9802,0010011001001010,0011010101101111
9803,0010011001001011,0011010101101110
9804,0010011001001100,0011010101101010
9805,0010011001001101,0011010101101011
9806,0010011001001110,0011010101101001
9807,0010011001001111,0011010101101000
9808,0010011001010000,0011010101111000
9809,0010011001010001,0011010101111001
9810,0010011001010010,0011010101111011
9811,0010011001010011,0011010101111010
9812,0010011001010100,0011010101111110
9813,0010011001010101,0011010101111111
9814,0010011001010110,0011010101111101
9815,0010011001010111,0011010101111100
9816,0010011001011000,0011010101110100
9817,0010011001011001,0011010101110101
9818,0010011001011010,0011010101110111
9819,0010011001011011,0011010101110110
9820,0010011001011100,0011010101110010
9821,0010011001011101,0011010101110011
9822,0010011001011110,0011010101110001
9823,0010011001011111,0011010101110000
9824,0010011001100000,0011010101010000
9825,0010011001100001,0011010101010001
9826,0010011001100010,0011010101010011
9827,0010011001100011,0011010101010010
9828,0010011001100100,0011010101010110
9829,0010011001100101,0011010101010111
9830,0010011001100110,0011010101010101
9831,0010011001100111,0011010101010100
9832,0010011001101000,0011010101011100
9833,0010011001101001,0011010101011101
9834,0010011001101010,0011010101011111
9835,0010011001101011,0011010101011110
9836,0010011001101100,0011010101011010
9837,0010011001101101,0011010101011011
9838,0010011001101110,0011010101011001
9839,0010011001101111,0011010101011000
9840,0010011001110000,0011010101001000
9841,0010011001110001,0011010101001001
9842,0010011001110010,0011010101001011
9843,0010011001110011,0011010101001010
9844,0010011001110100,0011010101001110
9845,0010011001110101,0011010101001111
9846,0010011001110110,0011010101001101
9847,0010011001110111,0011010101001100
9848,0010011001111000,0011010101000100
9849,0010011001111001,0011010101000101
9850,0010011001111010,0011010101000111
9851,0010011001111011,0011010101000110
9852,0010011001111100,0011010101000010
9853,0010011001111101,0011010101000011
9854,0010011001111110,0011010101000001
9855,0010011001111111,0011010101000000
9856,0010011010000000,0011010111000000
9857,0010011010000001,0011010111000001
9858,0010011010000010,0011010111000011
9859,0010011010000011,0011010111000010
9860,0010011010000100,0011010111000110
9861,0010011010000101,0011010111000111
9862,0010011010000110,0011010111000101
9863,0010011010000111,0011010111000100
9864,0010011010001000,0011010111001100
9865,0010011010001001,0011010111001101
9866,0010011010001010,0011010111001111
9867,0010011010001011,0011010111001110
9868,0010011010001100,0011010111001010
9869,0010011010001101,0011010111001011
9870,0010011010001110,0011010111001001
9871,0010011010001111,0011010111001000
9872,0010011010010000,0011010111011000
9873,0010011010010001,0011010111011001
9874,0010011010010010,0011010111011011
9875,0010011010010011,0011010111011010
9876,0010011010010100,0011010111011110
9877,0010011010010101,0011010111011111
9878,0010011010010110,0011010111011101
9879,0010011010010111,0011010111011100
9880,0010011010011000,0011010111010100
9881,0010011010011001,0011010111010101
9882,0010011010011010,0011010111010111
9883,0010011010011011,0011010111010110
9884,0010011010011100,0011010111010010
9885,0010011010011101,0011010111010011
9886,0010011010011110,0011010111010001
9887,0010011010011111,0011010111010000
9888,0010011010100000,0011010111110000
9889,0010011010100001,0011010111110001
9890,0010011010100010,0011010111110011
9891,0010011010100011,0011010111110010
9892,0010011010100100,0011010111110110
9893,0010011010100101,0011010111110111
9894,0010011010100110,0011010111110101
9895,0010011010100111,0011010111110100
9896,0010011010101000,0011010111111100
9897,0010011010101001,0011010111111101
9898,0010011010101010,0011010111111111
9899,0010011010101011,0011010111111110
9900,0010011010101100,0011010111111010
9901,0010011010101101,0011010111111011
9902,0010011010101110,0011010111111001
9903,0010011010101111,0011010111111000
9904,0010011010110000,0011010111101000
9905,0010011010110001,0011010111101001
9906,0010011010110010,0011010111101011
9907,0010011010110011,0011010111101010
9908,0010011010110100,0011010111101110
9909,0010011010110101,0011010111101111
9910,0010011010110110,0011010111101101
9911,0010011010110111,0011010111101100
9912,0010011010111000,0011010111100100
9913,0010011010111001,0011010111100101
9914,0010011010111010,0011010111100111
9915,0010011010111011,0011010111100110
9916,0010011010111100,0011010111100010
9917,0010011010111101,0011010111100011
9918,0010011010111110,0011010111100001
9919,0010011010111111,0011010111100000
9920,0010011011000000,0011010110100000
9921,0010011011000001,0011010110100001
9922,0010011011000010,0011010110100011
9923,0010011011000011,0011010110100010
9924,0010011011000100,0011010110100110
9925,0010011011000101,0011010110100111
9926,0010011011000110,0011010110100101
9927,0010011011000111,0011010110100100
9928,0010011011001000,0011010110101100
9929,0010011011001001,0011010110101101
9930,0010011011001010,0011010110101111
9931,0010011011001011,0011010110101110
9932,0010011011001100,0011010110101010
9933,0010011011001101,0011010110101011
9934,0010011011001110,0011010110101001
9935,0010011011001111,0011010110101000
9936,0010011011010000,0011010110111000
9937,0010011011010001,0011010110111001
9938,0010011011010010,0011010110111011
9939,0010011011010011,0011010110111010
9940,0010011011010100,0011010110111110
9941,0010011011010101,0011010110111111
9942,0010011011010110,0011010110111101
9943,0010011011010111,0011010110111100
9944,0010011011011000,0011010110110100
9945,0010011011011001,0011010110110101
9946,0010011011011010,0011010110110111
9947,0010011011011011,0011010110110110
9948,0010011011011100,0011010110110010
9949,0010011011011101,0011010110110011
9950,0010011011011110,0011010110110001
9951,0010011011011111,0011010110110000
9952,0010011011100000,0011010110010000
9953,0010011011100001,0011010110010001
9954,0010011011100010,0011010110010011
9955,0010011011100011,0011010110010010
9956,0010011011100100,0011010110010110
9957,0010011011100101,0011010110010111
9958,0010011011100110,0011010110010101
9959,0010011011100111,0011010110010100
9960,0010011011101000,0011010110011100
9961,0010011011101001,0011010110011101
9962,0010011011101010,0011010110011111
9963,0010011011101011,0011010110011110
9964,0010011011101100,0011010110011010
9965,0010011011101101,0011010110011011
9966,0010011011101110,0011010110011001
9967,0010011011101111,0011010110011000
9968,0010011011110000,0011010110001000
9969,0010011011110001,0011010110001001
9970,0010011011110010,0011010110001011
9971,0010011011110011,0011010110001010
9972,0010011011110100,0011010110001110
9973,0010011011110101,0011010110001111
9974,0010011011110110,0011010110001101
9975,0010011011110111,0011010110001100
9976,0010011011111000,0011010110000100
9977,0010011011111001,0011010110000101
9978,0010011011111010,0011010110000111
9979,0010011011111011,0011010110000110
9980,0010011011111100,0011010110000010
9981,0010011011111101,0011010110000011
9982,0010011011111110,0011010110000001
9983,0010011011111111,0011010110000000
9984,0010011100000000,0011010010000000
9985,0010011100000001,0011010010000001
9986,0010011100000010,0011010010000011
9987,0010011100000011,0011010010000010
9988,0010011100000100,0011010010000110
9989,0010011100000101,0011010010000111
9990,0010011100000110,0011010010000101
9991,0010011100000111,0011010010000100
9992,0010011100001000,0011010010001100
9993,0010011100001001,0011010010001101
9994,0010011100001010,0011010010001111
9995,0010011100001011,0011010010001110
9996,0010011100001100,0011010010001010
9997,0010011100001101,0011010010001011
9998,0010011100001110,0011010010001001
9999,0010011100001111,0011010010001000
10000,0010011100010000,0011010010011000
10001,0010011100010001,0011010010011001
10002,0010011100010010,0011010010011011
10003,0010011100010011,0011010010011010
10004,0010011100010100,0011010010011110
10005,0010011100010101,0011010010011111
10006,0010011100010110,0011010010011101
10007,0010011100010111,0011010010011100
10008,0010011100011000,0011010010010100
10009,0010011100011001,0011010010010101
10010,0010011100011010,0011010010010111
10011,0010011100011011,0011010010010110
10012,0010011100011100,0011010010010010
10013,0010011100011101,0011010010010011
10014,0010011100011110,0011010010010001
10015,0010011100011111,0011010010010000
10016,0010011100100000,0011010010110000
10017,0010011100100001,0011010010110001
10018,0010011100100010,0011010010110011
10019,0010011100100011,0011010010110010
10020,0010011100100100,0011010010110110
10021,0010011100100101,0011010010110111
10022,0010011100100110,0011010010110101
10023,0010011100100111,0011010010110100
10024,0010011100101000,0011010010111100
10025,0010011100101001,0011010010111101
10026,0010011100101010,0011010010111111
10027,0010011100101011,0011010010111110
10028,0010011100101100,0011010010111010
10029,0010011100101101,0011010010111011
10030,0010011100101110,0011010010111001
10031,0010011100101111,0011010010111000
10032,0010011100110000,0011010010101000
10033,0010011100110001,0011010010101001
10034,0010011100110010,0011010010101011
10035,0010011100110011,0011010010101010
10036,0010011100110100,0011010010101110
10037,0010011100110101,0011010010101111
10038,0010011100110110,0011010010101101
10039,0010011100110111,0011010010101100
10040,0010011100111000,0011010010100100
10041,0010011100111001,0011010010100101
10042,0010011100111010,0011010010100111
10043,0010011100111011,0011010010100110
10044,0010011100111100,0011010010100010
10045,0010011100111101,0011010010100011
10046,0010011100111110,0011010010100001
10047,0010011100111111,0011010010100000
10048,0010011101000000,0011010011100000
10049,0010011101000001,0011010011100001
10050,0010011101000010,0011010011100011
10051,0010011101000011,0011010011100010
10052,0010011101000100,0011010011100110
10053,0010011101000101,0011010011100111
10054,0010011101000110,0011010011100101
10055,0010011101000111,0011010011100100
10056,0010011101001000,0011010011101100
10057,0010011101001001,0011010011101101
10058,0010011101001010,0011010011101111
10059,0010011101001011,0011010011101110
10060,0010011101001100,0011010011101010
10061,0010011101001101,0011010011101011
10062,0010011101001110,0011010011101001
10063,0010011101001111,0011010011101000
10064,0010011101010000,0011010011111000
10065,0010011101010001,0011010011111001
10066,0010011101010010,0011010011111011
10067,0010011101010011,0011010011111010
10068,0010011101010100,0011010011111110
10069,0010011101010101,0011010011111111
10070,0010011101010110,0011010011111101
10071,0010011101010111,0011010011111100
10072,0010011101011000,0011010011110100
10073,0010011101011001,0011010011110101
10074,0010011101011010,0011010011110111
10075,0010011101011011,0011010011110110
10076,0010011101011100,0011010011110010
10077,0010011101011101,0011010011110011
10078,0010011101011110,0011010011110001
10079,0010011101011111,0011010011110000
10080,0010011101100000,0011010011010000
10081,0010011101100001,0011010011010001
10082,0010011101100010,0011010011010011
10083,0010011101100011,0011010011010010
10084,0010011101100100,0011010011010110
10085,0010011101100101,0011010011010111
10086,0010011101100110,0011010011010101
10087,0010011101100111,0011010011010100
10088,0010011101101000,0011010011011100
10089,0010011101101001,0011010011011101
10090,0010011101101010,0011010011011111
10091,0010011101101011,0011010011011110
10092,0010011101101100,0011010011011010
10093,0010011101101101,0011010011011011
10094,0010011101101110,0011010011011001
10095,0010011101101111,0011010011011000
10096,0010011101110000,0011010011001000
10097,0010011101110001,0011010011001001
10098,0010011101110010,0011010011001011
10099,0010011101110011,0011010011001010
10100,0010011101110100,0011010011001110
10101,0010011101110101,0011010011001111
10102,0010011101110110,0011010011001101
10103,0010011101110111,0011010011001100
10104,0010011101111000,0011010011000100
10105,0010011101111001,0011010011000101
10106,0010011101111010,0011010011000111
10107,0010011101111011,0011010011000110
10108,0010011101111100,0011010011000010
10109,0010011101111101,0011010011000011
10110,0010011101111110,0011010011000001
10111,0010011101111111,0011010011000000
10112,0010011110000000,0011010001000000
10113,0010011110000001,0011010001000001
10114,0010011110000010,0011010001000011
10115,0010011110000011,0011010001000010
10116,0010011110000100,0011010001000110
10117,0010011110000101,0011010001000111
10118,0010011110000110,0011010001000101
10119,0010011110000111,0011010001000100
10120,0010011110001000,0011010001001100
10121,0010011110001001,0011010001001101
10122,0010011110001010,0011010001001111
10123,0010011110001011,0011010001001110
10124,0010011110001100,0011010001001010
10125,0010011110001101,0011010001001011
10126,0010011110001110,0011010001001001
10127,0010011110001111,0011010001001000
10128,0010011110010000,0011010001011000
10129,0010011110010001,0011010001011001
10130,0010011110010010,0011010001011011
10131,0010011110010011,0011010001011010
10132,0010011110010100,0011010001011110
10133,0010011110010101,0011010001011111
10134,0010011110010110,0011010001011101
10135,0010011110010111,0011010001011100
10136,0010011110011000,0011010001010100
10137,0010011110011001,0011010001010101
10138,0010011110011010,0011010001010111
10139,0010011110011011,0011010001010110
10140,0010011110011100,0011010001010010
10141,0010011110011101,0011010001010011
10142,0010011110011110,0011010001010001
10143,0010011110011111,0011010001010000
10144,0010011110100000,0011010001110000
10145,0010011110100001,0011010001110001
10146,0010011110100010,0011010001110011
10147,0010011110100011,0011010001110010
10148,0010011110100100,0011010001110110
10149,0010011110100101,0011010001110111
10150,0010011110100110,0011010001110101
10151,0010011110100111,0011010001110100
10152,0010011110101000,0011010001111100
10153,0010011110101001,0011010001111101
10154,0010011110101010,0011010001111111
10155,0010011110101011,0011010001111110
10156,0010011110101100,0011010001111010
10157,0010011110101101,0011010001111011
10158,0010011110101110,0011010001111001
10159,0010011110101111,0011010001111000
10160,0010011110110000,0011010001101000
10161,0010011110110001,0011010001101001
10162,0010011110110010,0011010001101011
10163,0010011110110011,0011010001101010
10164,0010011110110100,0011010001101110
10165,0010011110110101,0011010001101111
10166,0010011110110110,0011010001101101
10167,0010011110110111,0011010001101100
10168,0010011110111000,0011010001100100
10169,0010011110111001,0011010001100101
10170,0010011110111010,0011010001100111
10171,0010011110111011,0011010001100110
10172,0010011110111100,0011010001100010
10173,0010011110111101,0011010001100011
10174,0010011110111110,0011010001100001
10175,0010011110111111,0011010001100000
10176,0010011111000000,0011010000100000
10177,0010011111000001,0011010000100001
10178,0010011111000010,0011010000100011
10179,0010011111000011,0011010000100010
10180,0010011111000100,0011010000100110
10181,0010011111000101,0011010000100111
10182,0010011111000110,0011010000100101
10183,0010011111000111,0011010000100100
10184,0010011111001000,0011010000101100
10185,0010011111001001,0011010000101101
10186,0010011111001010,0011010000101111
10187,0010011111001011,0011010000101110
10188,0010011111001100,0011010000101010
10189,0010011111001101,0011010000101011
10190,0010011111001110,0011010000101001
10191,0010011111001111,0011010000101000
10192,0010011111010000,0011010000111000
10193,0010011111010001,0011010000111001
10194,0010011111010010,0011010000111011
10195,0010011111010011,0011010000111010
10196,0010011111010100,0011010000111110
10197,0010011111010101,0011010000111111
10198,0010011111010110,0011010000111101
10199,0010011111010111,0011010000111100
10200,0010011111011000,0011010000110100
10201,0010011111011001,0011010000110101
10202,0010011111011010,0011010000110111
10203,0010011111011011,0011010000110110
10204,0010011111011100,0011010000110010
10205,0010011111011101,0011010000110011
10206,0010011111011110,0011010000110001
10207,0010011111011111,0011010000110000
10208,0010011111100000,0011010000010000
10209,0010011111100001,0011010000010001
10210,0010011111100010,0011010000010011
10211,0010011111100011,0011010000010010
10212,0010011111100100,0011010000010110
10213,0010011111100101,0011010000010111
10214,0010011111100110,0011010000010101
10215,0010011111100111,0011010000010100
10216,0010011111101000,0011010000011100
10217,0010011111101001,0011010000011101
10218,0010011111101010,0011010000011111
10219,0010011111101011,0011010000011110
10220,0010011111101100,0011010000011010
10221,0010011111101101,0011010000011011
10222,0010011111101110,0011010000011001
10223,0010011111101111,0011010000011000
10224,0010011111110000,0011010000001000
10225,0010011111110001,0011010000001001
10226,0010011111110010,0011010000001011
10227,0010011111110011,0011010000001010
10228,0010011111110100,0011010000001110
10229,0010011111110101,0011010000001111
10230,0010011111110110,0011010000001101
10231,0010011111110111,0011010000001100
10232,0010011111111000,0011010000000100
10233,0010011111111001,0011010000000101
10234,0010011111111010,0011010000000111
10235,0010011111111011,0011010000000110
10236,0010011111111100,0011010000000010
10237,0010011111111101,0011010000000011
10238,0010011111111110,0011010000000001
10239,0010011111111111,0011010000000000
10240,0010100000000000,0011110000000000
10241,0010100000000001,0011110000000001
10242,0010100000000010,0011110000000011
10243,0010100000000011,0011110000000010
10244,0010100000000100,0011110000000110
10245,0010100000000101,0011110000000111
10246,0010100000000110,0011110000000101
10247,0010100000000111,0011110000000100
10248,0010100000001000,0011110000001100
10249,0010100000001001,0011110000001101
10250,0010100000001010,0011110000001111
10251,0010100000001011,0011110000001110
10252,0010100000001100,0011110000001010
10253,0010100000001101,0011110000001011
10254,0010100000001110,0011110000001001
10255,0010100000001111,0011110000001000
10256,0010100000010000,0011110000011000
10257,0010100000010001,0011110000011001
10258,0010100000010010,0011110000011011
10259,0010100000010011,0011110000011010
10260,0010100000010100,0011110000011110
10261,0010100000010101,0011110000011111
10262,0010100000010110,0011110000011101
10263,0010100000010111,0011110000011100
10264,0010100000011000,0011110000010100
10265,0010100000011001,0011110000010101
10266,0010100000011010,0011110000010111
10267,0010100000011011,0011110000010110
10268,0010100000011100,0011110000010010
10269,0010100000011101,0011110000010011
10270,0010100000011110,0011110000010001
10271,0010100000011111,0011110000010000
10272,0010100000100000,0011110000110000
10273,0010100000100001,0011110000110001
10274,0010100000100010,0011110000110011
10275,0010100000100011,0011110000110010
10276,0010100000100100,0011110000110110
10277,0010100000100101,0011110000110111
10278,0010100000100110,0011110000110101
10279,0010100000100111,0011110000110100
10280,0010100000101000,0011110000111100
10281,0010100000101001,0011110000111101
10282,0010100000101010,0011110000111111
10283,0010100000101011,0011110000111110
10284,0010100000101100,0011110000111010
10285,0010100000101101,0011110000111011
10286,0010100000101110,0011110000111001
10287,0010100000101111,0011110000111000
10288,0010100000110000,0011110000101000
10289,0010100000110001,0011110000101001
10290,0010100000110010,0011110000101011
10291,0010100000110011,0011110000101010
10292,0010100000110100,0011110000101110
10293,0010100000110101,0011110000101111
10294,0010100000110110,0011110000101101
10295,0010100000110111,0011110000101100
10296,0010100000111000,0011110000100100
10297,0010100000111001,0011110000100101
10298,0010100000111010,0011110000100111
10299,0010100000111011,0011110000100110
10300,0010100000111100,0011110000100010
10301,0010100000111101,0011110000100011
10302,0010100000111110,0011110000100001
10303,0010100000111111,0011110000100000
10304,0010100001000000,0011110001100000
10305,0010100001000001,0011110001100001
10306,0010100001000010,0011110001100011
10307,0010100001000011,0011110001100010
10308,0010100001000100,0011110001100110
10309,0010100001000101,0011110001100111
10310,0010100001000110,0011110001100101
10311,0010100001000111,0011110001100100
10312,0010100001001000,0011110001101100
10313,0010100001001001,0011110001101101
10314,0010100001001010,0011110001101111
10315,0010100001001011,0011110001101110
10316,0010100001001100,0011110001101010
10317,0010100001001101,0011110001101011
10318,0010100001001110,0011110001101001
10319,0010100001001111,0011110001101000
10320,0010100001010000,0011110001111000
10321,0010100001010001,0011110001111001
10322,0010100001010010,0011110001111011
10323,0010100001010011,0011110001111010
10324,0010100001010100,0011110001111110
10325,0010100001010101,0011110001111111
10326,0010100001010110,0011110001111101
10327,0010100001010111,0011110001111100
10328,0010100001011000,0011110001110100
10329,0010100001011001,0011110001110101
10330,0010100001011010,0011110001110111
10331,0010100001011011,0011110001110110
10332,0010100001011100,0011110001110010
10333,0010100001011101,0011110001110011
10334,0010100001011110,0011110001110001
10335,0010100001011111,0011110001110000
10336,0010100001100000,0011110001010000
10337,0010100001100001,0011110001010001
10338,0010100001100010,0011110001010011
10339,0010100001100011,0011110001010010
10340,0010100001100100,0011110001010110
10341,0010100001100101,0011110001010111
10342,0010100001100110,0011110001010101
10343,0010100001100111,0011110001010100
10344,0010100001101000,0011110001011100
10345,0010100001101001,0011110001011101
10346,0010100001101010,0011110001011111
10347,0010100001101011,0011110001011110
10348,0010100001101100,0011110001011010
10349,0010100001101101,0011110001011011
10350,0010100001101110,0011110001011001
10351,0010100001101111,0011110001011000
10352,0010100001110000,0011110001001000
10353,0010100001110001,0011110001001001
10354,0010100001110010,0011110001001011
10355,0010100001110011,0011110001001010
10356,0010100001110100,0011110001001110
10357,0010100001110101,0011110001001111
10358,0010100001110110,0011110001001101
10359,0010100001110111,0011110001001100
10360,0010100001111000,0011110001000100
10361,0010100001111001,0011110001000101
10362,0010100001111010,0011110001000111
10363,0010100001111011,0011110001000110
10364,0010100001111100,0011110001000010
10365,0010100001111101,0011110001000011
10366,0010100001111110,0011110001000001
10367,0010100001111111,0011110001000000
10368,0010100010000000,0011110011000000
10369,0010100010000001,0011110011000001
10370,0010100010000010,0011110011000011
10371,0010100010000011,0011110011000010
10372,0010100010000100,0011110011000110
10373,0010100010000101,0011110011000111
10374,0010100010000110,0011110011000101
10375,0010100010000111,0011110011000100
10376,0010100010001000,0011110011001100
10377,0010100010001001,0011110011001101
10378,0010100010001010,0011110011001111
10379,0010100010001011,0011110011001110
10380,0010100010001100,0011110011001010
10381,0010100010001101,0011110011001011
10382,0010100010001110,0011110011001001
10383,0010100010001111,0011110011001000
10384,0010100010010000,0011110011011000
10385,0010100010010001,0011110011011001
10386,0010100010010010,0011110011011011
10387,0010100010010011,0011110011011010
10388,0010100010010100,0011110011011110
10389,0010100010010101,0011110011011111
10390,0010100010010110,0011110011011101
10391,0010100010010111,0011110011011100
10392,0010100010011000,0011110011010100
10393,0010100010011001,0011110011010101
10394,0010100010011010,0011110011010111
10395,0010100010011011,0011110011010110
10396,0010100010011100,0011110011010010
10397,0010100010011101,0011110011010011
10398,0010100010011110,0011110011010001
10399,0010100010011111,0011110011010000
10400,0010100010100000,0011110011110000
10401,0010100010100001,0011110011110001
10402,0010100010100010,0011110011110011
10403,0010100010100011,0011110011110010
10404,0010100010100100,0011110011110110
10405,0010100010100101,0011110011110111
10406,0010100010100110,0011110011110101
10407,0010100010100111,0011110011110100
10408,0010100010101000,0011110011111100
10409,0010100010101001,0011110011111101
10410,0010100010101010,0011110011111111
10411,0010100010101011,0011110011111110
10412,0010100010101100,0011110011111010
10413,0010100010101101,0011110011111011
10414,0010100010101110,0011110011111001
10415,0010100010101111,0011110011111000
10416,0010100010110000,0011110011101000
10417,0010100010110001,0011110011101001
10418,0010100010110010,0011110011101011
10419,0010100010110011,0011110011101010
10420,0010100010110100,0011110011101110
10421,0010100010110101,0011110011101111
10422,0010100010110110,0011110011101101
10423,0010100010110111,0011110011101100
10424,0010100010111000,0011110011100100
10425,0010100010111001,0011110011100101
10426,0010100010111010,0011110011100111
10427,0010100010111011,0011110011100110
10428,0010100010111100,0011110011100010
10429,0010100010111101,0011110011100011
10430,0010100010111110,0011110011100001
10431,0010100010111111,0011110011100000
10432,0010100011000000,0011110010100000
10433,0010100011000001,0011110010100001
10434,0010100011000010,0011110010100011
10435,0010100011000011,0011110010100010
10436,0010100011000100,0011110010100110
10437,0010100011000101,0011110010100111
10438,0010100011000110,0011110010100101
10439,0010100011000111,0011110010100100
10440,0010100011001000,0011110010101100
10441,0010100011001001,0011110010101101
10442,0010100011001010,0011110010101111
10443,0010100011001011,0011110010101110
10444,0010100011001100,0011110010101010
10445,0010100011001101,0011110010101011
10446,0010100011001110,0011110010101001
10447,0010100011001111,0011110010101000
10448,0010100011010000,0011110010111000
10449,0010100011010001,0011110010111001
10450,0010100011010010,0011110010111011
10451,0010100011010011,0011110010111010
10452,0010100011010100,0011110010111110
10453,0010100011010101,0011110010111111
10454,0010100011010110,0011110010111101
10455,0010100011010111,0011110010111100
10456,0010100011011000,0011110010110100
10457,0010100011011001,0011110010110101
10458,0010100011011010,0011110010110111
10459,0010100011011011,0011110010110110
10460,0010100011011100,0011110010110010
10461,0010100011011101,0011110010110011
10462,0010100011011110,0011110010110001
10463,0010100011011111,0011110010110000
10464,0010100011100000,0011110010010000
10465,0010100011100001,0011110010010001
10466,0010100011100010,0011110010010011
10467,0010100011100011,0011110010010010
10468,0010100011100100,0011110010010110
10469,0010100011100101,0011110010010111
10470,0010100011100110,0011110010010101
10471,0010100011100111,0011110010010100
10472,0010100011101000,0011110010011100
10473,0010100011101001,0011110010011101
10474,0010100011101010,0011110010011111
10475,0010100011101011,0011110010011110
10476,0010100011101100,0011110010011010
10477,0010100011101101,0011110010011011
10478,0010100011101110,0011110010011001
10479,0010100011101111,0011110010011000
10480,0010100011110000,0011110010001000
10481,0010100011110001,0011110010001001
10482,0010100011110010,0011110010001011
10483,0010100011110011,0011110010001010
10484,0010100011110100,0011110010001110
10485,0010100011110101,0011110010001111
10486,0010100011110110,0011110010001101
10487,0010100011110111,0011110010001100
10488,0010100011111000,0011110010000100
10489,0010100011111001,0011110010000101
10490,0010100011111010,0011110010000111
10491,0010100011111011,0011110010000110
10492,0010100011111100,0011110010000010
10493,0010100011111101,0011110010000011
10494,0010100011111110,0011110010000001
10495,0010100011111111,0011110010000000
10496,0010100100000000,0011110110000000
10497,0010100100000001,0011110110000001
10498,0010100100000010,0011110110000011
10499,0010100100000011,0011110110000010
10500,0010100100000100,0011110110000110
10501,0010100100000101,0011110110000111
10502,0010100100000110,0011110110000101
10503,0010100100000111,0011110110000100
10504,0010100100001000,0011110110001100
10505,0010100100001001,0011110110001101
10506,0010100100001010,0011110110001111
10507,0010100100001011,0011110110001110
10508,0010100100001100,0011110110001010
10509,0010100100001101,0011110110001011
10510,0010100100001110,0011110110001001
10511,0010100100001111,0011110110001000
10512,0010100100010000,0011110110011000
10513,0010100100010001,0011110110011001
10514,0010100100010010,0011110110011011
10515,0010100100010011,0011110110011010
10516,0010100100010100,0011110110011110
10517,0010100100010101,0011110110011111
10518,0010100100010110,0011110110011101
10519,0010100100010111,0011110110011100
10520,0010100100011000,0011110110010100
10521,0010100100011001,0011110110010101
10522,0010100100011010,0011110110010111
10523,0010100100011011,0011110110010110
10524,0010100100011100,0011110110010010
10525,0010100100011101,0011110110010011
10526,0010100100011110,0011110110010001
10527,0010100100011111,0011110110010000
10528,0010100100100000,0011110110110000
10529,0010100100100001,0011110110110001
10530,0010100100100010,0011110110110011
10531,0010100100100011,0011110110110010
10532,0010100100100100,0011110110110110
10533,0010100100100101,0011110110110111
10534,0010100100100110,0011110110110101
10535,0010100100100111,0011110110110100
10536,0010100100101000,0011110110111100
10537,0010100100101001,0011110110111101
10538,0010100100101010,0011110110111111
10539,0010100100101011,0011110110111110
10540,0010100100101100,0011110110111010
10541,0010100100101101,0011110110111011
10542,0010100100101110,0011110110111001
10543,0010100100101111,0011110110111000
10544,0010100100110000,0011110110101000
10545,0010100100110001,0011110110101001
10546,0010100100110010,0011110110101011
10547,0010100100110011,0011110110101010
10548,0010100100110100,0011110110101110
10549,0010100100110101,0011110110101111
10550,0010100100110110,0011110110101101
10551,0010100100110111,0011110110101100
10552,0010100100111000,0011110110100100
10553,0010100100111001,0011110110100101
10554,0010100100111010,0011110110100111
