dec,bin,gray
10555,0010100100111011,0011110110100110
10556,0010100100111100,0011110110100010
10557,0010100100111101,0011110110100011
10558,0010100100111110,0011110110100001
10559,0010100100111111,0011110110100000
10560,0010100101000000,0011110111100000
10561,0010100101000001,0011110111100001
10562,0010100101000010,0011110111100011
10563,0010100101000011,0011110111100010
10564,0010100101000100,0011110111100110
10565,0010100101000101,0011110111100111
10566,0010100101000110,0011110111100101
10567,0010100101000111,0011110111100100
10568,0010100101001000,0011110111101100
10569,0010100101001001,0011110111101101
10570,0010100101001010,0011110111101111
10571,0010100101001011,0011110111101110
10572,0010100101001100,0011110111101010
10573,0010100101001101,0011110111101011
10574,0010100101001110,0011110111101001
10575,0010100101001111,0011110111101000
10576,0010100101010000,0011110111111000
10577,0010100101010001,0011110111111001
10578,0010100101010010,0011110111111011
10579,0010100101010011,0011110111111010
10580,0010100101010100,0011110111111110
10581,0010100101010101,0011110111111111
10582,0010100101010110,0011110111111101
10583,0010100101010111,0011110111111100
10584,0010100101011000,0011110111110100
10585,0010100101011001,0011110111110101
10586,0010100101011010,0011110111110111
10587,0010100101011011,0011110111110110
10588,0010100101011100,0011110111110010
10589,0010100101011101,0011110111110011
10590,0010100101011110,0011110111110001
10591,0010100101011111,0011110111110000
10592,0010100101100000,0011110111010000
10593,0010100101100001,0011110111010001
10594,0010100101100010,0011110111010011
10595,0010100101100011,0011110111010010
10596,0010100101100100,0011110111010110
10597,0010100101100101,0011110111010111
10598,0010100101100110,0011110111010101
10599,0010100101100111,0011110111010100
10600,0010100101101000,0011110111011100
10601,0010100101101001,0011110111011101
10602,0010100101101010,0011110111011111
10603,0010100101101011,0011110111011110
10604,0010100101101100,0011110111011010
10605,0010100101101101,0011110111011011
10606,0010100101101110,0011110111011001
10607,0010100101101111,0011110111011000
10608,0010100101110000,0011110111001000
10609,0010100101110001,0011110111001001
10610,0010100101110010,0011110111001011
10611,0010100101110011,0011110111001010
10612,0010100101110100,0011110111001110
10613,0010100101110101,0011110111001111
10614,0010100101110110,0011110111001101
10615,0010100101110111,0011110111001100
10616,0010100101111000,0011110111000100
10617,0010100101111001,0011110111000101
10618,0010100101111010,0011110111000111
10619,0010100101111011,0011110111000110
10620,0010100101111100,0011110111000010
10621,0010100101111101,0011110111000011
10622,0010100101111110,0011110111000001
10623,0010100101111111,0011110111000000
10624,0010100110000000,0011110101000000
10625,0010100110000001,0011110101000001
10626,0010100110000010,0011110101000011
10627,0010100110000011,0011110101000010
10628,0010100110000100,0011110101000110
10629,0010100110000101,0011110101000111
10630,0010100110000110,0011110101000101
10631,0010100110000111,0011110101000100
10632,0010100110001000,0011110101001100
10633,0010100110001001,0011110101001101
10634,0010100110001010,0011110101001111
10635,0010100110001011,0011110101001110
10636,0010100110001100,0011110101001010
10637,0010100110001101,0011110101001011
10638,0010100110001110,0011110101001001
10639,0010100110001111,0011110101001000
10640,0010100110010000,0011110101011000
10641,0010100110010001,0011110101011001
10642,0010100110010010,0011110101011011
10643,0010100110010011,0011110101011010
10644,0010100110010100,0011110101011110
10645,0010100110010101,0011110101011111
10646,0010100110010110,0011110101011101
10647,0010100110010111,0011110101011100
10648,0010100110011000,0011110101010100
10649,0010100110011001,0011110101010101
10650,0010100110011010,0011110101010111
10651,0010100110011011,0011110101010110
10652,0010100110011100,0011110101010010
10653,0010100110011101,0011110101010011
10654,0010100110011110,0011110101010001
10655,0010100110011111,0011110101010000
10656,0010100110100000,0011110101110000
10657,0010100110100001,0011110101110001
10658,0010100110100010,0011110101110011
10659,0010100110100011,0011110101110010
10660,0010100110100100,0011110101110110
10661,0010100110100101,0011110101110111
10662,0010100110100110,0011110101110101
10663,0010100110100111,0011110101110100
10664,0010100110101000,0011110101111100
10665,0010100110101001,0011110101111101
10666,0010100110101010,0011110101111111
10667,0010100110101011,0011110101111110
10668,0010100110101100,0011110101111010
10669,0010100110101101,0011110101111011
10670,0010100110101110,0011110101111001
10671,0010100110101111,0011110101111000
10672,0010100110110000,0011110101101000
10673,0010100110110001,0011110101101001
10674,0010100110110010,0011110101101011
10675,0010100110110011,0011110101101010
10676,0010100110110100,0011110101101110
10677,0010100110110101,0011110101101111
10678,0010100110110110,0011110101101101
10679,0010100110110111,0011110101101100
10680,0010100110111000,0011110101100100
10681,0010100110111001,0011110101100101
10682,0010100110111010,0011110101100111
10683,0010100110111011,0011110101100110
10684,0010100110111100,0011110101100010
10685,0010100110111101,0011110101100011
10686,0010100110111110,0011110101100001
10687,0010100110111111,0011110101100000
10688,0010100111000000,0011110100100000
10689,0010100111000001,0011110100100001
10690,0010100111000010,0011110100100011
10691,0010100111000011,0011110100100010
10692,0010100111000100,0011110100100110
10693,0010100111000101,0011110100100111
10694,0010100111000110,0011110100100101
10695,0010100111000111,0011110100100100
10696,0010100111001000,0011110100101100
10697,0010100111001001,0011110100101101
10698,0010100111001010,0011110100101111
10699,0010100111001011,0011110100101110
10700,0010100111001100,0011110100101010
10701,0010100111001101,0011110100101011
10702,0010100111001110,0011110100101001
10703,0010100111001111,0011110100101000
10704,0010100111010000,0011110100111000
10705,0010100111010001,0011110100111001
10706,0010100111010010,0011110100111011
10707,0010100111010011,0011110100111010
10708,0010100111010100,0011110100111110
10709,0010100111010101,0011110100111111
10710,0010100111010110,0011110100111101
10711,0010100111010111,0011110100111100
10712,0010100111011000,0011110100110100
10713,0010100111011001,0011110100110101
10714,0010100111011010,0011110100110111
10715,0010100111011011,0011110100110110
10716,0010100111011100,0011110100110010
10717,0010100111011101,0011110100110011
10718,0010100111011110,0011110100110001
10719,0010100111011111,0011110100110000
10720,0010100111100000,0011110100010000
10721,0010100111100001,0011110100010001
10722,0010100111100010,0011110100010011
10723,0010100111100011,0011110100010010
10724,0010100111100100,0011110100010110
10725,0010100111100101,0011110100010111
10726,0010100111100110,0011110100010101
10727,0010100111100111,0011110100010100
10728,0010100111101000,0011110100011100
10729,0010100111101001,0011110100011101
10730,0010100111101010,0011110100011111
10731,0010100111101011,0011110100011110
10732,0010100111101100,0011110100011010
10733,0010100111101101,0011110100011011
10734,0010100111101110,0011110100011001
10735,0010100111101111,0011110100011000
10736,0010100111110000,0011110100001000
10737,0010100111110001,0011110100001001
10738,0010100111110010,0011110100001011
10739,0010100111110011,0011110100001010
10740,0010100111110100,0011110100001110
10741,0010100111110101,0011110100001111
10742,0010100111110110,0011110100001101
10743,0010100111110111,0011110100001100
10744,0010100111111000,0011110100000100
10745,0010100111111001,0011110100000101
10746,0010100111111010,0011110100000111
10747,0010100111111011,0011110100000110
10748,0010100111111100,0011110100000010
10749,0010100111111101,0011110100000011
10750,0010100111111110,0011110100000001
10751,0010100111111111,0011110100000000
10752,0010101000000000,0011111100000000
10753,0010101000000001,0011111100000001
10754,0010101000000010,0011111100000011
10755,0010101000000011,0011111100000010
10756,0010101000000100,0011111100000110
10757,0010101000000101,0011111100000111
10758,0010101000000110,0011111100000101
10759,0010101000000111,0011111100000100
10760,0010101000001000,0011111100001100
10761,0010101000001001,0011111100001101
10762,0010101000001010,0011111100001111
10763,0010101000001011,0011111100001110
10764,0010101000001100,0011111100001010
10765,0010101000001101,0011111100001011
10766,0010101000001110,0011111100001001
10767,0010101000001111,0011111100001000
10768,0010101000010000,0011111100011000
10769,0010101000010001,0011111100011001
10770,0010101000010010,0011111100011011
10771,0010101000010011,0011111100011010
10772,0010101000010100,0011111100011110
10773,0010101000010101,0011111100011111
10774,0010101000010110,0011111100011101
10775,0010101000010111,0011111100011100
10776,0010101000011000,0011111100010100
10777,0010101000011001,0011111100010101
10778,0010101000011010,0011111100010111
10779,0010101000011011,0011111100010110
10780,0010101000011100,0011111100010010
10781,0010101000011101,0011111100010011
10782,0010101000011110,0011111100010001
10783,0010101000011111,0011111100010000
10784,0010101000100000,0011111100110000
10785,0010101000100001,0011111100110001
10786,0010101000100010,0011111100110011
10787,0010101000100011,0011111100110010
10788,0010101000100100,0011111100110110
10789,0010101000100101,0011111100110111
10790,0010101000100110,0011111100110101
10791,0010101000100111,0011111100110100
10792,0010101000101000,0011111100111100
10793,0010101000101001,0011111100111101
10794,0010101000101010,0011111100111111
10795,0010101000101011,0011111100111110
10796,0010101000101100,0011111100111010
10797,0010101000101101,0011111100111011
10798,0010101000101110,0011111100111001
10799,0010101000101111,0011111100111000
10800,0010101000110000,0011111100101000
10801,0010101000110001,0011111100101001
10802,0010101000110010,0011111100101011
10803,0010101000110011,0011111100101010
10804,0010101000110100,0011111100101110
10805,0010101000110101,0011111100101111
10806,0010101000110110,0011111100101101
10807,0010101000110111,0011111100101100
10808,0010101000111000,0011111100100100
10809,0010101000111001,0011111100100101
10810,0010101000111010,0011111100100111
10811,0010101000111011,0011111100100110
10812,0010101000111100,0011111100100010
10813,0010101000111101,0011111100100011
10814,0010101000111110,0011111100100001
10815,0010101000111111,0011111100100000
10816,0010101001000000,0011111101100000
10817,0010101001000001,0011111101100001
10818,0010101001000010,0011111101100011
10819,0010101001000011,0011111101100010
10820,0010101001000100,0011111101100110
10821,0010101001000101,0011111101100111
10822,0010101001000110,0011111101100101
10823,0010101001000111,0011111101100100
10824,0010101001001000,0011111101101100
10825,0010101001001001,0011111101101101
10826,0010101001001010,0011111101101111
10827,0010101001001011,0011111101101110
10828,0010101001001100,0011111101101010
10829,0010101001001101,0011111101101011
10830,0010101001001110,0011111101101001
10831,0010101001001111,0011111101101000
10832,0010101001010000,0011111101111000
10833,0010101001010001,0011111101111001
10834,0010101001010010,0011111101111011
10835,0010101001010011,0011111101111010
10836,0010101001010100,0011111101111110
10837,0010101001010101,0011111101111111
10838,0010101001010110,0011111101111101
10839,0010101001010111,0011111101111100
10840,0010101001011000,0011111101110100
10841,0010101001011001,0011111101110101
10842,0010101001011010,0011111101110111
10843,0010101001011011,0011111101110110
10844,0010101001011100,0011111101110010
10845,0010101001011101,0011111101110011
10846,0010101001011110,0011111101110001
10847,0010101001011111,0011111101110000
10848,0010101001100000,0011111101010000
10849,0010101001100001,0011111101010001
10850,0010101001100010,0011111101010011
10851,0010101001100011,0011111101010010
10852,0010101001100100,0011111101010110
10853,0010101001100101,0011111101010111
10854,0010101001100110,0011111101010101
10855,0010101001100111,0011111101010100
10856,0010101001101000,0011111101011100
10857,0010101001101001,0011111101011101
10858,0010101001101010,0011111101011111
10859,0010101001101011,0011111101011110
10860,0010101001101100,0011111101011010
10861,0010101001101101,0011111101011011
10862,0010101001101110,0011111101011001
10863,0010101001101111,0011111101011000
